Date,Total Consumption [MWh],Average Consumption [MW],Storage Cycle [MWh]
2019-12-20,1399828.75,58326.2,76717.48
2019-12-21,1231328.0,51305.33,56279.25
2019-12-22,1159215.0,48300.63,55443.75
2019-12-23,1249201.5,52050.06,73608.13
2019-12-24,1144770.75,47698.78,52746.34
2019-12-25,1062819.5,44284.15,54228.96
2019-12-26,1060261.0,44177.54,49688.92
2019-12-27,1166132.0,48588.83,72513.08
2019-12-28,1153215.25,48050.64,55606.1
2019-12-29,1123219.0,46800.79,49960.71
2019-12-30,1243314.25,51804.76,63438.6
2019-12-31,1176293.75,49012.24,44483.62
2020-01-01,1088772.25,45365.51,45438.38
2020-01-02,1314957.0,54789.88,90925.0
2020-01-03,1385377.25,57724.05,71371.02
2020-01-04,1308447.75,54518.66,63967.63
2020-01-05,1187618.75,49484.11,55467.01
2020-01-06,1376363.75,57348.49,86177.16
2020-01-07,1526660.25,63610.84,93733.59
2020-01-08,1574202.0,65591.75,89975.0
2020-01-09,1539540.0,64147.5,105615.0
2020-01-10,1526150.5,63589.6,89386.79
2020-01-11,1333044.5,55543.52,57986.96
2020-01-12,1289050.0,53710.42,56977.42
2020-01-13,1526322.75,63596.78,110885.03
2020-01-14,1614152.5,67256.35,90579.04
2020-01-15,1587138.5,66130.77,84437.96
2020-01-16,1545934.5,64413.94,83815.88
2020-01-17,1547438.75,64476.61,79530.65
2020-01-18,1354142.5,56422.6,48729.79
2020-01-19,1229289.75,51220.41,51817.06
2020-01-20,1510545.25,62939.39,114054.22
2020-01-21,1591846.0,66326.92,81320.42
2020-01-22,1598605.5,66608.56,81787.13
2020-01-23,1584379.0,66015.79,89450.17
2020-01-24,1572201.75,65508.41,78968.47
2020-01-25,1366865.5,56952.73,48072.04
2020-01-26,1232224.75,51342.7,50339.53
2020-01-27,1536786.0,64032.75,106816.0
2020-01-28,1600623.75,66692.66,96882.31
2020-01-29,1644745.5,68531.06,95469.13
2020-01-30,1615994.25,67333.09,81983.19
2020-01-31,1573440.75,65560.03,77160.53
2020-02-01,1370647.25,57110.3,52348.52
2020-02-02,1255490.75,52312.11,45947.53
2020-02-03,1517892.5,63245.52,113565.94
2020-02-04,1597204.5,66550.19,98217.44
2020-02-05,1580345.5,65847.73,71306.79
2020-02-06,1586914.5,66121.44,78990.63
2020-02-07,1526990.25,63624.59,77437.69
2020-02-08,1341103.5,55879.31,42238.63
2020-02-09,1281006.0,53375.25,66487.25
2020-02-10,1574470.25,65602.93,111415.59
2020-02-11,1643518.75,68479.95,89643.73
2020-02-12,1637563.25,68231.8,85942.27
2020-02-13,1619243.5,67468.48,86225.04
2020-02-14,1526522.5,63605.1,79531.29
2020-02-15,1338112.0,55754.67,48696.25
2020-02-16,1287169.0,53632.04,58639.17
2020-02-17,1538841.25,64118.39,104347.35
2020-02-18,1595412.75,66475.53,89350.06
2020-02-19,1583622.0,65984.25,83663.5
2020-02-20,1555926.25,64830.26,85096.34
2020-02-21,1548670.75,64527.95,71601.48
2020-02-22,1377432.75,57393.03,49353.31
2020-02-23,1254303.25,52262.64,57000.6
2020-02-24,1464356.25,61014.84,88874.59
2020-02-25,1541604.25,64233.51,80357.6
2020-02-26,1537718.0,64071.58,83083.33
2020-02-27,1546072.0,64419.67,82180.5
2020-02-28,1535470.75,63977.95,72447.73
2020-02-29,1354905.75,56454.41,46697.06
2020-03-01,1232497.5,51354.06,54387.38
2020-03-02,1466413.0,61100.54,97692.58
2020-03-03,1500585.75,62524.41,80280.16
2020-03-04,1509189.5,62882.9,77683.46
2020-03-05,1510739.5,62947.48,87292.81
2020-03-06,1531244.25,63801.84,83472.28
2020-03-07,1302917.75,54288.24,45610.4
2020-03-08,1226505.25,51104.39,52256.35
2020-03-09,1438462.25,59935.93,104558.59
2020-03-10,1596288.0,66512.0,98879.5
2020-03-11,1557593.0,64899.71,75809.83
2020-03-12,1563659.75,65152.49,83940.91
2020-03-13,1545745.0,64406.04,79730.46
2020-03-14,1260415.0,52517.29,43907.17
2020-03-15,1216222.25,50675.93,45683.62
2020-03-16,1412579.5,58857.48,86511.56
2020-03-17,1442099.0,60087.46,89701.12
2020-03-18,1449299.25,60387.47,75532.19
2020-03-19,1390134.5,57922.27,76192.96
2020-03-20,1366511.75,56937.99,77748.4
2020-03-21,1257056.75,52377.36,51035.15
2020-03-22,1175758.75,48989.95,45794.98
2020-03-23,1375703.5,57320.98,77924.81
2020-03-24,1390847.5,57951.98,58681.56
2020-03-25,1386531.25,57772.14,57494.47
2020-03-26,1369913.0,57079.71,63104.37
2020-03-27,1332757.25,55531.55,57505.02
2020-03-28,1173793.0,48908.04,44167.88
2020-03-29,1124330.75,46847.11,90327.15
2020-03-30,1338662.75,55777.61,72778.78
2020-03-31,1348278.25,56178.26,59799.09
2020-04-01,1390580.0,57940.83,57334.58
2020-04-02,1382736.5,57614.02,64257.19
2020-04-03,1380527.75,57521.99,57866.14
2020-04-04,1152427.25,48017.8,35519.57
2020-04-05,1090821.75,45450.91,46260.31
2020-04-06,1286596.25,53608.18,71671.09
2020-04-07,1288501.5,53687.56,69526.31
2020-04-08,1268746.25,52864.43,64531.84
2020-04-09,1262686.75,52611.95,68454.73
2020-04-10,1043289.0,43470.38,46440.63
2020-04-11,1040082.5,43336.77,49452.44
2020-04-12,991088.25,41295.34,41399.94
2020-04-13,1041231.0,43384.63,58551.0
2020-04-14,1239784.25,51657.68,88017.34
2020-04-15,1286600.25,53608.34,65877.09
2020-04-16,1284051.75,53502.16,66897.41
2020-04-17,1242515.5,51771.48,62457.31
2020-04-18,1097935.0,45747.29,45488.38
2020-04-19,1049293.0,43720.54,53333.17
2020-04-20,1279621.25,53317.55,92104.72
2020-04-21,1334058.5,55585.77,79731.19
2020-04-22,1318208.25,54925.34,73571.59
2020-04-23,1284293.5,53512.23,67975.31
2020-04-24,1260150.0,52506.25,74568.5
2020-04-25,1116754.0,46531.42,45753.0
2020-04-26,1026016.0,42750.67,44311.42
2020-04-27,1232426.5,51351.1,90987.69
2020-04-28,1279739.0,53322.46,81474.62
2020-04-29,1296277.0,54011.54,84645.38
2020-04-30,1292815.25,53867.3,74419.52
2020-05-01,1062793.5,44283.06,42689.56
2020-05-02,1071243.5,44635.15,62074.85
2020-05-03,1022045.25,42585.22,46687.97
2020-05-04,1256546.75,52356.11,102245.28
2020-05-05,1312068.75,54669.53,75107.53
2020-05-06,1306477.25,54436.55,77212.47
2020-05-07,1293729.25,53905.39,70064.22
2020-05-08,1249033.25,52043.05,68664.02
2020-05-09,1080892.0,45037.17,48925.5
2020-05-10,1013596.0,42233.17,50168.42
2020-05-11,1327898.5,55329.1,105019.69
2020-05-12,1337973.75,55748.91,73230.81
2020-05-13,1311326.0,54638.58,74677.33
2020-05-14,1311912.25,54663.01,77078.1
2020-05-15,1305703.75,54404.32,73673.73
2020-05-16,1138021.0,47417.54,45345.42
2020-05-17,1049273.0,43719.71,50796.08
2020-05-18,1275424.75,53142.7,91384.53
2020-05-19,1310888.75,54620.36,81810.9
2020-05-20,1254477.75,52269.91,75077.81
2020-05-21,1024899.5,42704.15,39246.06
2020-05-22,1152395.75,48016.49,77261.15
2020-05-23,1113593.25,46399.72,60814.19
2020-05-24,1055348.5,43972.85,57579.79
2020-05-25,1286880.75,53620.03,101895.81
2020-05-26,1279601.0,53316.71,80054.33
2020-05-27,1294442.75,53935.11,86726.53
2020-05-28,1298754.75,54114.78,80025.56
2020-05-29,1238750.25,51614.59,71944.44
2020-05-30,1084259.25,45177.47,51751.19
2020-05-31,1000135.25,41672.3,51658.52
2020-06-01,982074.25,40919.76,52678.6
2020-06-02,1243045.75,51793.57,107029.16
2020-06-03,1293912.75,53913.03,89968.81
2020-06-04,1329514.75,55396.45,94192.23
2020-06-05,1310776.75,54615.7,80609.73
2020-06-06,1157765.75,48240.24,49372.39
2020-06-07,1038475.0,43269.79,52777.17
2020-06-08,1247387.5,51974.48,97360.81
2020-06-09,1292788.0,53866.17,85599.17
2020-06-10,1293762.25,53906.76,84434.6
2020-06-11,1143569.25,47648.72,51736.72
2020-06-12,1187927.25,49496.97,76466.44
2020-06-13,1108189.0,46174.54,56113.42
2020-06-14,1045608.0,43567.0,55881.0
2020-06-15,1257141.5,52380.9,101892.46
2020-06-16,1298349.0,54097.88,90709.75
2020-06-17,1300796.75,54199.86,90112.65
2020-06-18,1309580.5,54565.85,86914.04
2020-06-19,1264664.25,52694.34,76965.94
2020-06-20,1103902.0,45995.92,53671.17
2020-06-21,1009176.0,42049.0,49699.5
2020-06-22,1265939.0,52747.46,106593.12
2020-06-23,1305849.75,54410.41,86997.81
2020-06-24,1297613.25,54067.22,86924.44
2020-06-25,1317362.75,54890.11,88725.15
2020-06-26,1283384.5,53474.35,76860.29
2020-06-27,1107044.5,46126.85,54113.04
2020-06-28,1024964.75,42706.86,50866.65
2020-06-29,1266138.0,52755.75,108575.5
2020-06-30,1343729.5,55988.73,95569.04
2020-07-01,1342806.25,55950.26,87628.6
2020-07-02,1327984.0,55332.67,82777.92
2020-07-03,1276991.5,53207.98,77985.79
2020-07-04,1151569.5,47982.06,56780.63
2020-07-05,1090068.75,45419.53,59201.06
2020-07-06,1338847.75,55785.32,106863.91
2020-07-07,1350534.0,56272.25,82268.0
2020-07-08,1342941.5,55955.9,87484.46
2020-07-09,1339702.25,55820.93,87653.59
2020-07-10,1311254.75,54635.61,82086.26
2020-07-11,1120034.25,46668.09,45706.28
2020-07-12,1008363.75,42015.16,48171.81
2020-07-13,1242983.75,51790.99,103899.66
2020-07-14,1304289.5,54345.4,86872.96
2020-07-15,1320746.25,55031.09,88854.19
2020-07-16,1325044.0,55210.17,88582.42
2020-07-17,1273515.5,53063.15,77506.85
2020-07-18,1075596.0,44816.5,50720.0
2020-07-19,985168.0,41048.67,51778.92
2020-07-20,1248077.75,52003.24,104970.9
2020-07-21,1289782.0,53740.92,87034.92
2020-07-22,1300619.5,54192.48,82193.54
2020-07-23,1285085.5,53545.23,83358.04
2020-07-24,1280284.75,53345.2,83872.68
2020-07-25,1079960.75,44998.36,49839.4
2020-07-26,1012427.75,42184.49,50914.15
2020-07-27,1231478.75,51311.61,104516.28
2020-07-28,1336784.5,55699.35,88636.15
2020-07-29,1316937.75,54872.41,85535.81
2020-07-30,1292537.5,53855.73,81491.79
2020-07-31,1259723.75,52488.49,75614.64
2020-08-01,1110542.5,46272.6,46877.15
2020-08-02,1015014.75,42292.28,45079.56
2020-08-03,1228812.0,51200.5,97247.25
2020-08-04,1260515.75,52521.49,81557.15
2020-08-05,1279240.25,53301.68,84717.27
2020-08-06,1278783.25,53282.64,82901.22
2020-08-07,1273161.75,53048.41,79281.06
2020-08-08,1114503.0,46437.63,52823.38
2020-08-09,1034421.5,43100.9,52956.46
2020-08-10,1304501.75,54354.24,109712.91
2020-08-11,1380687.0,57528.63,87693.13
2020-08-12,1372680.5,57195.02,80057.21
2020-08-13,1362692.5,56778.85,84562.44
2020-08-14,1318278.0,54928.25,75360.25
2020-08-15,1105486.5,46061.94,48928.88
2020-08-16,1033737.25,43072.39,55182.1
2020-08-17,1297069.0,54044.54,105997.88
2020-08-18,1328280.75,55345.03,83750.81
2020-08-19,1320460.25,55019.18,83854.34
2020-08-20,1344537.75,56022.41,86308.66
2020-08-21,1355110.5,56462.94,84189.38
2020-08-22,1156007.5,48166.98,51488.79
2020-08-23,1063260.0,44302.5,55467.75
2020-08-24,1287958.0,53664.92,102080.25
2020-08-25,1336543.5,55689.31,89252.06
2020-08-26,1419341.75,59139.24,95265.4
2020-08-27,1364575.5,56857.31,76248.88
2020-08-28,1315485.0,54811.88,84169.25
2020-08-29,1121421.0,46725.88,51605.75
2020-08-30,1022796.5,42616.52,55851.21
2020-08-31,1296072.5,54003.02,105496.69
2020-09-01,1339617.25,55817.39,88189.47
2020-09-02,1347905.5,56162.73,83498.81
2020-09-03,1355583.5,56482.65,89906.56
2020-09-04,1340923.25,55871.8,70976.02
2020-09-05,1138137.5,47422.4,55870.21
2020-09-06,1047281.25,43636.72,49091.69
2020-09-07,1296458.25,54019.09,107575.84
2020-09-08,1385494.75,57728.95,89551.98
2020-09-09,1391778.5,57990.77,91368.19
2020-09-10,1379508.0,57479.5,77966.5
2020-09-11,1319647.0,54985.29,79112.67
2020-09-12,1160404.25,48350.18,59611.09
2020-09-13,1060439.5,44184.98,53161.29
2020-09-14,1308566.25,54523.59,107344.59
2020-09-15,1367821.5,56992.56,89697.38
2020-09-16,1389801.25,57908.39,96157.47
2020-09-17,1388150.0,57839.58,70115.08
2020-09-18,1327651.5,55318.81,75710.63
2020-09-19,1134609.0,47275.38,46035.88
2020-09-20,1034929.5,43122.06,47992.38
2020-09-21,1299678.0,54153.25,107036.5
2020-09-22,1356049.0,56502.04,91067.92
2020-09-23,1369281.75,57053.41,95591.06
2020-09-24,1387048.5,57793.69,88424.13
2020-09-25,1351713.0,56321.38,84583.5
2020-09-26,1192946.25,49706.09,66568.44
2020-09-27,1094116.75,45588.2,56436.23
2020-09-28,1337972.5,55748.85,106307.19
2020-09-29,1386128.0,57755.33,91458.83
2020-09-30,1380567.5,57523.65,84796.31
2020-10-01,1410731.0,58780.46,88509.33
2020-10-02,1396756.75,58198.2,89759.98
2020-10-03,1183127.0,49296.96,42343.37
2020-10-04,1122204.75,46758.53,59170.81
2020-10-05,1400589.25,58357.89,109785.97
2020-10-06,1479804.75,61658.53,95667.06
2020-10-07,1458138.5,60755.77,93322.21
2020-10-08,1493177.5,62215.73,99747.79
2020-10-09,1418397.25,59099.89,70929.85
2020-10-10,1228740.0,51197.5,58349.25
2020-10-11,1142563.5,47606.81,50246.13
2020-10-12,1384840.25,57701.68,106407.84
2020-10-13,1421662.75,59235.95,87558.53
2020-10-14,1501508.5,62562.85,95342.29
2020-10-15,1502582.75,62607.61,86418.65
2020-10-16,1424043.0,59335.13,79219.25
2020-10-17,1209448.0,50393.67,49748.67
2020-10-18,1162956.5,48456.52,51582.98
2020-10-19,1398023.0,58250.96,106215.62
2020-10-20,1470571.0,61273.79,92583.17
2020-10-21,1478825.25,61617.72,95687.97
2020-10-22,1492305.5,62179.4,76148.71
2020-10-23,1441382.25,60057.59,78196.44
2020-10-24,1255105.5,52296.06,56579.88
2020-10-25,1228129.0,51172.04,26282.58
2020-10-26,1418709.5,59112.9,115190.06
2020-10-27,1492750.75,62197.95,90762.28
2020-10-28,1513790.75,63074.61,82347.15
2020-10-29,1516798.75,63199.95,90618.73
2020-10-30,1468209.0,61175.38,86492.88
2020-10-31,1195432.5,49809.69,54888.13
2020-11-01,1174822.5,48950.94,66240.56
2020-11-02,1466755.75,61114.82,111347.73
2020-11-03,1476107.25,61504.47,90381.44
2020-11-04,1497293.0,62387.21,86618.62
2020-11-05,1502861.75,62619.24,83839.15
2020-11-06,1457014.5,60708.94,72374.38
2020-11-07,1239040.25,51626.68,49017.27
2020-11-08,1140577.75,47524.07,56105.48
2020-11-09,1411439.5,58809.98,109752.81
2020-11-10,1473635.5,61401.48,93690.79
2020-11-11,1478322.0,61596.75,97294.0
2020-11-12,1495437.5,62309.9,94688.21
2020-11-13,1457971.25,60748.8,84912.27
2020-11-14,1244040.25,51835.01,54311.6
2020-11-15,1196888.25,49870.34,61363.19
2020-11-16,1477457.75,61560.74,111007.65
2020-11-17,1528074.75,63669.78,100010.56
2020-11-18,1500419.75,62517.49,89408.91
2020-11-19,1559672.25,64986.34,97926.94
2020-11-20,1500108.0,62504.5,79116.25
2020-11-21,1342861.25,55952.55,57742.27
2020-11-22,1257685.0,52403.54,56424.92
2020-11-23,1510542.75,62939.28,111410.53
2020-11-24,1564796.25,65199.84,86253.94
2020-11-25,1553261.75,64719.24,88888.15
2020-11-26,1550680.5,64611.69,83738.13
2020-11-27,1502910.25,62621.26,78537.1
2020-11-28,1328353.25,55348.05,54257.32
2020-11-29,1242990.25,51791.26,57452.1
2020-11-30,1535327.25,63971.97,112547.72
2020-12-01,1573360.5,65556.69,83687.88
2020-12-02,1563427.5,65142.81,91519.88
2020-12-03,1630910.75,67954.61,100613.4
2020-12-04,1598043.5,66585.15,79611.1
2020-12-05,1343737.0,55989.04,53874.92
2020-12-06,1250822.5,52117.6,65577.65
2020-12-07,1557356.5,64889.85,115567.04
2020-12-08,1549275.75,64553.16,93336.06
2020-12-09,1571704.5,65487.69,97173.63
2020-12-10,1573126.5,65546.94,93557.38
2020-12-11,1579591.5,65816.31,90161.13
2020-12-12,1357335.25,56555.64,51698.24
2020-12-13,1220451.5,50852.15,64596.21
2020-12-14,1510743.0,62947.63,110800.25
2020-12-15,1540591.75,64191.32,100139.48
2020-12-16,1504396.75,62683.2,94857.28
2020-12-17,1518905.25,63287.72,88994.44
2020-12-18,1465755.75,61073.16,71132.31
2020-12-19,1293729.25,53905.39,53578.99
2020-12-20,1194280.0,49761.67,57805.17
2020-12-21,1361711.25,56737.97,90059.22
2020-12-22,1395752.5,58156.35,73586.9
2020-12-23,1274793.0,53116.38,77153.38
2020-12-24,1168425.75,48684.41,53056.22
2020-12-25,1094656.0,45610.67,51882.92
2020-12-26,1128397.25,47016.55,65114.02
2020-12-27,1236024.75,51501.03,63220.31
2020-12-28,1247263.0,51969.29,61192.42
2020-12-29,1237921.0,51580.04,71196.17
2020-12-30,1265165.75,52715.24,60144.14
2020-12-31,1184006.5,49333.6,55370.9
2021-01-01,1098508.75,45771.2,47426.88
2021-01-02,1169537.75,48730.74,63083.89
2021-01-03,1207950.75,50331.28,68740.88
2021-01-04,1461054.0,60877.25,107353.25
2021-01-05,1515176.5,63132.35,84616.79
2021-01-06,1455931.25,60663.8,66902.32
2021-01-07,1517718.25,63238.26,84586.1
2021-01-08,1507227.25,62801.14,74224.1
2021-01-09,1338540.5,55772.52,50923.23
2021-01-10,1284977.75,53540.74,65522.39
2021-01-11,1614648.5,67277.02,109862.94
2021-01-12,1647738.75,68655.78,73953.56
2021-01-13,1649968.0,68748.67,84712.92
2021-01-14,1617169.0,67382.04,74660.42
2021-01-15,1581939.0,65914.13,78848.5
2021-01-16,1400085.75,58336.91,55004.97
2021-01-17,1308057.25,54502.39,56532.35
2021-01-18,1576653.5,65693.9,109107.56
2021-01-19,1631342.0,67972.58,91442.83
2021-01-20,1622990.5,67624.6,83880.04
2021-01-21,1625796.0,67741.5,80584.75
2021-01-22,1577667.75,65736.16,70605.81
2021-01-23,1354667.5,56444.48,49835.27
2021-01-24,1255895.0,52328.96,59435.33
2021-01-25,1533223.5,63884.31,103401.81
2021-01-26,1609863.5,67077.65,80462.71
2021-01-27,1615020.0,67292.5,82658.25
2021-01-28,1602040.25,66751.68,86154.52
2021-01-29,1564318.5,65179.94,81374.63
2021-01-30,1359057.25,56627.39,46667.35
2021-01-31,1296290.75,54012.11,49843.9
2021-02-01,1551582.75,64649.28,99210.56
2021-02-02,1575636.25,65651.51,90130.1
2021-02-03,1591758.25,66323.26,96741.85
2021-02-04,1551456.25,64644.01,74443.35
2021-02-05,1529247.25,63718.64,83180.35
2021-02-06,1386575.75,57773.99,57496.65
2021-02-07,1349209.25,56217.05,61067.27
2021-02-08,1586551.5,66106.31,90172.38
2021-02-09,1632839.5,68034.98,78345.54
2021-02-10,1647703.0,68654.29,74560.42
2021-02-11,1641766.75,68406.95,64243.73
2021-02-12,1622840.0,67618.33,59588.83
2021-02-13,1437214.5,59883.94,35874.56
2021-02-14,1365306.5,56887.77,41240.5
2021-02-15,1631832.0,67993.0,93135.5
2021-02-16,1583816.75,65992.36,70184.15
2021-02-17,1588814.0,66200.58,75418.08
2021-02-18,1557505.25,64896.05,81223.97
2021-02-19,1526051.5,63585.48,63560.31
2021-02-20,1304868.5,54369.52,44712.98
2021-02-21,1191990.5,49666.27,39812.75
2021-02-22,1443695.25,60153.97,98986.22
2021-02-23,1492284.75,62178.53,75735.28
2021-02-24,1497323.0,62388.46,75492.87
2021-02-25,1482731.5,61780.48,72538.56
2021-02-26,1481598.75,61733.28,81476.06
2021-02-27,1284731.25,53530.47,39308.91
2021-02-28,1195029.25,49792.89,47281.88
2021-03-01,1458653.75,60777.24,98661.16
2021-03-02,1487796.25,61991.51,71161.1
2021-03-03,1498444.25,62435.18,79160.34
2021-03-04,1510971.25,62957.14,79385.1
2021-03-05,1503334.0,62638.92,78418.42
2021-03-06,1319114.25,54963.09,41749.28
2021-03-07,1256665.75,52361.07,46236.88
2021-03-08,1472907.5,61371.15,94849.81
2021-03-09,1542048.5,64252.02,84536.46
2021-03-10,1532551.0,63856.29,85093.88
2021-03-11,1611843.75,67160.16,85914.56
2021-03-12,1568116.0,65338.17,73797.67
2021-03-13,1392888.75,58037.03,56582.59
2021-03-14,1288542.5,53689.27,45441.94
2021-03-15,1514703.75,63112.66,99049.16
2021-03-16,1545002.75,64375.11,78766.9
2021-03-17,1523834.0,63493.08,79331.08
2021-03-18,1519492.0,63312.17,78309.67
2021-03-19,1532414.75,63850.61,78647.65
2021-03-20,1332000.25,55500.01,46509.34
2021-03-21,1269434.5,52893.1,51081.29
2021-03-22,1491005.5,62125.23,98989.81
2021-03-23,1519833.5,63326.4,75483.96
2021-03-24,1498077.75,62419.91,69054.31
2021-03-25,1471467.0,61311.13,69764.75
2021-03-26,1441360.5,60056.69,68061.94
2021-03-27,1323506.5,55146.1,54663.54
2021-03-28,1160959.75,48373.32,74149.41
2021-03-29,1431215.0,59633.96,89216.37
2021-03-30,1434448.5,59768.69,70762.13
2021-03-31,1398209.25,58258.72,71389.97
2021-04-01,1382438.25,57601.59,78778.94
2021-04-02,1175323.75,48971.82,50496.66
2021-04-03,1171933.25,48830.55,50244.72
2021-04-04,1097778.75,45740.78,45500.56
2021-04-05,1196460.5,49852.52,61626.98
2021-04-06,1492719.75,62196.66,100909.41
2021-04-07,1569996.0,65416.5,89317.25
2021-04-08,1528197.75,63674.91,64679.31
2021-04-09,1500177.0,62507.38,61578.75
2021-04-10,1248982.25,52040.93,45349.92
2021-04-11,1194579.25,49774.14,48360.1
2021-04-12,1460402.25,60850.09,99483.09
2021-04-13,1521721.5,63405.06,70667.63
2021-04-14,1501335.75,62555.66,67817.66
2021-04-15,1506814.25,62783.93,72646.59
2021-04-16,1494652.75,62277.2,67506.23
2021-04-17,1279052.25,53293.84,37809.94
2021-04-18,1154572.75,48107.2,48724.48
2021-04-19,1424028.5,59334.52,101480.44
2021-04-20,1454340.25,60597.51,68030.35
2021-04-21,1448772.0,60365.5,76679.75
2021-04-22,1468686.0,61195.25,73958.5
2021-04-23,1421726.25,59238.59,59653.03
2021-04-24,1210770.75,50448.78,35456.56
2021-04-25,1113915.75,46413.16,47114.56
2021-04-26,1368024.25,57001.01,89886.09
2021-04-27,1408989.0,58707.88,65695.13
2021-04-28,1409175.0,58715.63,70589.63
2021-04-29,1437347.75,59889.49,83804.66
2021-04-30,1417062.5,59044.27,64177.48
2021-05-01,1124386.25,46849.43,41708.09
2021-05-02,1118134.0,46588.92,58684.92
2021-05-03,1402570.0,58440.42,93437.25
2021-05-04,1508979.0,62874.13,88151.25
2021-05-05,1513396.75,63058.2,80084.73
2021-05-06,1496076.75,62336.53,73671.09
2021-05-07,1426566.5,59440.27,76843.71
2021-05-08,1226490.0,51103.75,34102.75
2021-05-09,1123916.75,46829.86,39032.4
2021-05-10,1381760.25,57573.34,92890.34
2021-05-11,1398588.0,58274.5,84073.25
2021-05-12,1393114.75,58046.45,78492.48
2021-05-13,1140959.75,47539.99,37730.41
2021-05-14,1214187.75,50591.16,68321.66
2021-05-15,1158142.0,48255.92,49278.5
2021-05-16,1092774.0,45532.25,48208.5
2021-05-17,1349651.0,56235.46,98511.87
2021-05-18,1399276.75,58303.2,83415.48
2021-05-19,1392136.75,58005.7,77500.73
2021-05-20,1393651.25,58068.8,77623.77
2021-05-21,1414662.5,58944.27,82971.73
2021-05-22,1239363.5,51640.15,47964.85
2021-05-23,1090509.5,45437.9,42591.06
2021-05-24,1090221.5,45425.9,55927.6
2021-05-25,1365089.25,56878.72,104406.22
2021-05-26,1436765.5,59865.23,81540.54
2021-05-27,1427313.75,59471.41,76235.47
2021-05-28,1359385.5,56641.06,70220.19
2021-05-29,1176466.75,49019.45,38202.18
2021-05-30,1067594.5,44483.1,43111.19
2021-05-31,1304526.0,54355.25,92677.75
2021-06-01,1350981.0,56290.88,75718.75
2021-06-02,1366153.0,56923.04,81168.17
2021-06-03,1242983.75,51790.99,45812.66
2021-06-04,1277988.5,53249.52,72257.71
2021-06-05,1152865.75,48036.07,52849.23
2021-06-06,1070890.5,44620.44,56621.13
2021-06-07,1334021.0,55584.21,104095.62
2021-06-08,1376753.75,57364.74,86923.65
2021-06-09,1387077.25,57794.89,86431.6
2021-06-10,1387063.0,57794.29,85490.17
2021-06-11,1376103.0,57337.63,81378.5
2021-06-12,1210381.5,50432.56,55016.13
2021-06-13,1097586.75,45732.78,44596.06
2021-06-14,1334406.5,55600.27,104057.69
2021-06-15,1397561.25,58231.72,84809.69
2021-06-16,1407810.0,58658.75,84532.25
2021-06-17,1461665.0,60902.71,89142.58
2021-06-18,1446598.5,60274.94,81685.38
2021-06-19,1253522.0,52230.08,47095.58
2021-06-20,1138249.25,47427.05,45785.77
2021-06-21,1402595.25,58441.47,108715.72
2021-06-22,1425743.0,59405.96,80772.33
2021-06-23,1383521.25,57646.72,77826.16
2021-06-24,1372995.0,57208.13,81950.0
2021-06-25,1355999.5,56499.98,77934.52
2021-06-26,1165238.0,48551.58,48653.17
2021-06-27,1072517.75,44688.24,48917.15
2021-06-28,1388929.5,57872.06,113088.56
2021-06-29,1427418.0,59475.75,80534.5
2021-06-30,1410126.75,58755.28,87131.31
2021-07-01,1442295.25,60095.64,90117.49
2021-07-02,1375770.25,57323.76,77854.61
2021-07-03,1169969.25,48748.72,47167.41
2021-07-04,1076749.25,44864.55,55079.52
2021-07-05,1352179.5,56340.81,104852.31
2021-07-06,1429556.5,59564.85,93500.54
2021-07-07,1410877.25,58786.55,80045.57
2021-07-08,1392973.0,58040.54,81120.42
2021-07-09,1380892.5,57537.19,84082.81
2021-07-10,1187432.75,49476.36,48728.15
2021-07-11,1075602.0,44816.75,53733.75
2021-07-12,1372218.75,57175.78,106098.03
2021-07-13,1424535.5,59355.65,87506.96
2021-07-14,1420093.5,59170.56,86588.88
2021-07-15,1386260.5,57760.85,84228.29
2021-07-16,1375469.75,57311.24,79903.39
2021-07-17,1188087.0,49503.63,51903.5
2021-07-18,1097617.5,45734.06,47861.63
2021-07-19,1344492.25,56020.51,97274.59
2021-07-20,1384573.0,57690.54,81803.67
2021-07-21,1367373.5,56973.9,76955.21
2021-07-22,1366253.0,56927.21,84016.33
2021-07-23,1349373.0,56223.88,75304.13
2021-07-24,1172417.5,48850.73,52870.81
2021-07-25,1104075.5,46003.15,50367.71
2021-07-26,1339838.5,55826.6,104851.69
2021-07-27,1375685.5,57320.23,84269.29
2021-07-28,1366784.75,56949.36,88890.9
2021-07-29,1386549.25,57772.89,86935.99
2021-07-30,1341202.5,55883.44,77451.31
2021-07-31,1187497.25,49479.05,56594.77
2021-08-01,1060008.0,44167.0,45250.25
2021-08-02,1292334.5,53847.27,98455.71
2021-08-03,1321644.75,55068.53,86550.56
2021-08-04,1304903.75,54370.99,78920.4
2021-08-05,1320851.75,55035.49,85173.41
2021-08-06,1309831.5,54576.31,79650.19
2021-08-07,1133435.0,47226.46,48835.33
2021-08-08,1081687.5,45070.31,53004.63
2021-08-09,1268843.75,52868.49,93728.16
2021-08-10,1301939.0,54247.46,81982.33
2021-08-11,1308805.0,54533.54,81031.42
2021-08-12,1311526.0,54646.92,84105.75
2021-08-13,1324179.75,55174.16,78998.56
2021-08-14,1164954.25,48539.76,48747.61
2021-08-15,1076100.25,44837.51,49922.35
2021-08-16,1341218.5,55884.1,107038.94
2021-08-17,1391505.5,57979.4,81449.46
